Total Runs,Current Run,Streak Target,Flips Required,Theoretical Flips,Absolute Difference,Percentage Difference
29,9,12,1943,4096,-2153,-52.5634765625
29,9,13,4235,8192,-3957,-48.30322265625
29,9,14,1218,16384,-15166,-92.56591796875
29,9,15,22064,32768,-10704,-32.666015625
29,10,1,0,2,-2,-100.0
29,10,2,1,4,-3,-75.0
29,10,3,5,8,-3,-37.5
29,10,4,3,16,-13,-81.25
29,10,5,10,32,-22,-68.75
29,10,6,72,64,8,12.5
29,10,7,109,128,-19,-14.84375
29,10,8,29,256,-227,-88.671875
29,10,9,149,512,-363,-70.8984375
29,10,10,514,1024,-510,-49.8046875
29,10,11,49,2048,-1999,-97.607421875
29,10,12,123,4096,-3973,-96.9970703125
29,10,13,57,8192,-8135,-99.30419921875
29,10,14,24718,16384,8334,50.86669921875
29,10,15,21520,32768,-11248,-34.326171875
29,11,1,0,2,-2,-100.0
29,11,2,6,4,2,50.0
29,11,3,13,8,5,62.5
29,11,4,5,16,-11,-68.75
29,11,5,18,32,-14,-43.75
29,11,6,184,64,120,187.5
29,11,7,80,128,-48,-37.5
29,11,8,80,256,-176,-68.75
29,11,9,1278,512,766,149.609375
29,11,10,369,1024,-655,-63.96484375
29,11,11,4379,2048,2331,113.818359375
29,11,12,259,4096,-3837,-93.6767578125
29,11,13,1128,8192,-7064,-86.23046875
29,11,14,43384,16384,27000,164.794921875
29,11,15,12527,32768,-20241,-61.7706298828125
29,12,1,0,2,-2,-100.0
29,12,2,1,4,-3,-75.0
29,12,3,15,8,7,87.5
29,12,4,4,16,-12,-75.0
29,12,5,36,32,4,12.5
29,12,6,43,64,-21,-32.8125
29,12,7,99,128,-29,-22.65625
29,12,8,509,256,253,98.828125
29,12,9,805,512,293,57.2265625
29,12,10,1148,1024,124,12.109375
29,12,11,1650,2048,-398,-19.43359375
29,12,12,5083,4096,987,24.0966796875
29,12,13,9829,8192,1637,19.98291015625
29,12,14,16424,16384,40,0.244140625
29,12,15,3098,32768,-29670,-90.545654296875
29,13,1,0,2,-2,-100.0
29,13,2,1,4,-3,-75.0
29,13,3,2,8,-6,-75.0
29,13,4,11,16,-5,-31.25
29,13,5,116,32,84,262.5
29,13,6,12,64,-52,-81.25
29,13,7,261,128,133,103.90625
29,13,8,252,256,-4,-1.5625
29,13,9,443,512,-69,-13.4765625
29,13,10,832,1024,-192,-18.75
29,13,11,801,2048,-1247,-60.888671875
29,13,12,679,4096,-3417,-83.4228515625
29,13,13,1131,8192,-7061,-86.19384765625
29,13,14,24154,16384,7770,47.42431640625
29,13,15,35036,32768,2268,6.92138671875
29,14,1,0,2,-2,-100.0
29,14,2,1,4,-3,-75.0
29,14,3,8,8,0,0.0
29,14,4,3,16,-13,-81.25
29,14,5,10,32,-22,-68.75
29,14,6,175,64,111,173.4375
29,14,7,479,128,351,274.21875
29,14,8,50,256,-206,-80.46875
29,14,9,134,512,-378,-73.828125
29,14,10,768,1024,-256,-25.0
29,14,11,4966,2048,2918,142.48046875
29,14,12,1084,4096,-3012,-73.53515625
29,14,13,4127,8192,-4065,-49.62158203125
29,14,14,1571,16384,-14813,-90.411376953125
29,14,15,27520,32768,-5248,-16.015625
29,15,1,0,2,-2,-100.0
29,15,2,3,4,-1,-25.0
29,15,3,18,8,10,125.0
29,15,4,3,16,-13,-81.25
29,15,5,50,32,18,56.25
29,15,6,14,64,-50,-78.125
29,15,7,177,128,49,38.28125
29,15,8,86,256,-170,-66.40625
29,15,9,292,512,-220,-42.96875
29,15,10,1161,1024,137,13.37890625
29,15,11,1300,2048,-748,-36.5234375
29,15,12,1757,4096,-2339,-57.1044921875
29,15,13,3502,8192,-4690,-57.2509765625
29,15,14,8937,16384,-7447,-45.452880859375
29,15,15,20780,32768,-11988,-36.58447265625
29,16,1,0,2,-2,-100.0
29,16,2,2,4,-2,-50.0
29,16,3,2,8,-6,-75.0
29,16,4,13,16,-3,-18.75
29,16,5,43,32,11,34.375
29,16,6,233,64,169,264.0625
29,16,7,9,128,-119,-92.96875
29,16,8,450,256,194,75.78125
29,16,9,345,512,-167,-32.6171875
29,16,10,39,1024,-985,-96.19140625
29,16,11,601,2048,-1447,-70.654296875
29,16,12,8475,4096,4379,106.9091796875
29,16,13,1143,8192,-7049,-86.04736328125
29,16,14,23846,16384,7462,45.54443359375
29,16,15,45675,32768,12907,39.3890380859375
29,17,1,0,2,-2,-100.0
29,17,2,2,4,-2,-50.0
29,17,3,14,8,6,75.0
29,17,4,12,16,-4,-25.0
29,17,5,37,32,5,15.625
29,17,6,53,64,-11,-17.1875
29,17,7,111,128,-17,-13.28125
29,17,8,17,256,-239,-93.359375
29,17,9,208,512,-304,-59.375
29,17,10,545,1024,-479,-46.77734375
29,17,11,9610,2048,7562,369.23828125
29,17,12,2004,4096,-2092,-51.07421875
29,17,13,925,8192,-7267,-88.70849609375
29,17,14,13120,16384,-3264,-19.921875
29,17,15,70441,32768,37673,114.9688720703125
29,18,1,0,2,-2,-100.0
29,18,2,1,4,-3,-75.0
29,18,3,3,8,-5,-62.5
29,18,4,9,16,-7,-43.75
29,18,5,13,32,-19,-59.375
29,18,6,153,64,89,139.0625
29,18,7,86,128,-42,-32.8125
29,18,8,139,256,-117,-45.703125
29,18,9,265,512,-247,-48.2421875
29,18,10,202,1024,-822,-80.2734375
29,18,11,5554,2048,3506,171.19140625
29,18,12,1219,4096,-2877,-70.2392578125
29,18,13,16723,8192,8531,104.13818359375
29,18,14,16421,16384,37,0.225830078125
29,18,15,27744,32768,-5024,-15.33203125
29,19,1,0,2,-2,-100.0
29,19,2,1,4,-3,-75.0
29,19,3,2,8,-6,-75.0
29,19,4,10,16,-6,-37.5
29,19,5,6,32,-26,-81.25
29,19,6,30,64,-34,-53.125
29,19,7,59,128,-69,-53.90625
29,19,8,134,256,-122,-47.65625
29,19,9,684,512,172,33.59375
29,19,10,290,1024,-734,-71.6796875
29,19,11,85,2048,-1963,-95.849609375
29,19,12,1437,4096,-2659,-64.9169921875
29,19,13,2995,8192,-5197,-63.43994140625
29,19,14,2287,16384,-14097,-86.041259765625
29,19,15,4076,32768,-28692,-87.56103515625
29,20,1,0,2,-2,-100.0
29,20,2,1,4,-3,-75.0
29,20,3,2,8,-6,-75.0
29,20,4,26,16,10,62.5
29,20,5,5,32,-27,-84.375
29,20,6,99,64,35,54.6875
29,20,7,281,128,153,119.53125
29,20,8,528,256,272,106.25
29,20,9,53,512,-459,-89.6484375
29,20,10,324,1024,-700,-68.359375
29,20,11,6976,2048,4928,240.625
29,20,12,6011,4096,1915,46.7529296875
29,20,13,15141,8192,6949,84.82666015625
29,20,14,14112,16384,-2272,-13.8671875
29,20,15,2632,32768,-30136,-91.9677734375
29,21,1,0,2,-2,-100.0
29,21,2,1,4,-3,-75.0
29,21,3,5,8,-3,-37.5
29,21,4,11,16,-5,-31.25
29,21,5,53,32,21,65.625
29,21,6,39,64,-25,-39.0625
29,21,7,65,128,-63,-49.21875
29,21,8,145,256,-111,-43.359375
29,21,9,298,512,-214,-41.796875
29,21,10,89,1024,-935,-91.30859375
29,21,11,1305,2048,-743,-36.279296875
29,21,12,731,4096,-3365,-82.1533203125
29,21,13,797,8192,-7395,-90.27099609375
29,21,14,67,16384,-16317,-99.591064453125
29,21,15,124724,32768,91956,280.62744140625
29,22,1,0,2,-2,-100.0
29,22,2,1,4,-3,-75.0
29,22,3,5,8,-3,-37.5
29,22,4,15,16,-1,-6.25
29,22,5,39,32,7,21.875
29,22,6,25,64,-39,-60.9375
29,22,7,208,128,80,62.5
29,22,8,62,256,-194,-75.78125
29,22,9,356,512,-156,-30.46875
29,22,10,760,1024,-264,-25.78125
29,22,11,838,2048,-1210,-59.08203125
29,22,12,2770,4096,-1326,-32.373046875
29,22,13,1039,8192,-7153,-87.31689453125
29,22,14,16418,16384,34,0.20751953125
29,22,15,5710,32768,-27058,-82.574462890625
29,23,1,0,2,-2,-100.0
29,23,2,1,4,-3,-75.0
29,23,3,2,8,-6,-75.0
29,23,4,34,16,18,112.5
29,23,5,22,32,-10,-31.25
29,23,6,10,64,-54,-84.375
29,23,7,9,128,-119,-92.96875
29,23,8,13,256,-243,-94.921875
29,23,9,27,512,-485,-94.7265625
29,23,10,437,1024,-587,-57.32421875
29,23,11,967,2048,-1081,-52.783203125
29,23,12,4290,4096,194,4.736328125
29,23,13,3735,8192,-4457,-54.40673828125
29,23,14,22282,16384,5898,35.99853515625
29,23,15,20565,32768,-12203,-37.2406005859375
29,24,1,0,2,-2,-100.0
29,24,2,2,4,-2,-50.0
29,24,3,18,8,10,125.0
29,24,4,6,16,-10,-62.5
29,24,5,40,32,8,25.0
29,24,6,202,64,138,215.625
29,24,7,248,128,120,93.75
29,24,8,140,256,-116,-45.3125
29,24,9,1337,512,825,161.1328125
29,24,10,546,1024,-478,-46.6796875
29,24,11,1471,2048,-577,-28.173828125
29,24,12,699,4096,-3397,-82.9345703125
29,24,13,1717,8192,-6475,-79.04052734375
29,24,14,4473,16384,-11911,-72.698974609375
29,24,15,5506,32768,-27262,-83.197021484375
29,25,1,0,2,-2,-100.0
29,25,2,1,4,-3,-75.0
29,25,3,8,8,0,0.0
29,25,4,3,16,-13,-81.25
29,25,5,43,32,11,34.375
29,25,6,67,64,3,4.6875
29,25,7,230,128,102,79.6875
29,25,8,396,256,140,54.6875
29,25,9,414,512,-98,-19.140625
29,25,10,1145,1024,121,11.81640625
29,25,11,1838,2048,-210,-10.25390625
29,25,12,3923,4096,-173,-4.2236328125
29,25,13,21467,8192,13275,162.04833984375
29,25,14,16616,16384,232,1.416015625
29,25,15,30565,32768,-2203,-6.7230224609375
29,26,1,0,2,-2,-100.0
29,26,2,1,4,-3,-75.0
29,26,3,10,8,2,25.0
29,26,4,32,16,16,100.0
29,26,5,9,32,-23,-71.875
29,26,6,93,64,29,45.3125
29,26,7,227,128,99,77.34375
29,26,8,288,256,32,12.5
29,26,9,793,512,281,54.8828125
29,26,10,1234,1024,210,20.5078125
29,26,11,1133,2048,-915,-44.677734375
29,26,12,2842,4096,-1254,-30.615234375
29,26,13,9371,8192,1179,14.39208984375
29,26,14,7837,16384,-8547,-52.166748046875
29,26,15,2146,32768,-30622,-93.450927734375
29,27,1,0,2,-2,-100.0
29,27,2,2,4,-2,-50.0
29,27,3,2,8,-6,-75.0
29,27,4,25,16,9,56.25
29,27,5,14,32,-18,-56.25
29,27,6,168,64,104,162.5
29,27,7,110,128,-18,-14.0625
29,27,8,7,256,-249,-97.265625
29,27,9,398,512,-114,-22.265625
29,27,10,2084,1024,1060,103.515625
29,27,11,3009,2048,961,46.923828125
29,27,12,3398,4096,-698,-17.041015625
29,27,13,12172,8192,3980,48.583984375
29,27,14,55816,16384,39432,240.673828125
29,27,15,82102,32768,49334,150.555419921875
29,28,1,0,2,-2,-100.0
29,28,2,2,4,-2,-50.0
29,28,3,6,8,-2,-25.0
29,28,4,42,16,26,162.5
29,28,5,20,32,-12,-37.5
29,28,6,20,64,-44,-68.75
29,28,7,19,128,-109,-85.15625
29,28,8,445,256,189,73.828125
29,28,9,344,512,-168,-32.8125
29,28,10,771,1024,-253,-24.70703125
29,28,11,2085,2048,37,1.806640625
29,28,12,3393,4096,-703,-17.1630859375
29,28,13,3444,8192,-4748,-57.958984375
29,28,14,16313,16384,-71,-0.433349609375
29,28,15,108035,32768,75267,229.6966552734375
29,29,1,0,2,-2,-100.0
29,29,2,2,4,-2,-50.0
29,29,3,2,8,-6,-75.0
29,29,4,7,16,-9,-56.25
29,29,5,10,32,-22,-68.75
29,29,6,27,64,-37,-57.8125
29,29,7,6,128,-122,-95.3125
29,29,8,338,256,82,32.03125
29,29,9,274,512,-238,-46.484375
29,29,10,2100,1024,1076,105.078125
29,29,11,1665,2048,-383,-18.701171875
29,29,12,14276,4096,10180,248.53515625
29,29,13,7990,8192,-202,-2.4658203125
29,29,14,22006,16384,5622,34.31396484375
29,29,15,127102,32768,94334,287.884521484375
30,1,1,0,2,-2,-100.0
30,1,2,1,4,-3,-75.0
30,1,3,7,8,-1,-12.5
30,1,4,8,16,-8,-50.0
30,1,5,39,32,7,21.875
30,1,6,16,64,-48,-75.0
30,1,7,179,128,51,39.84375
30,1,8,127,256,-129,-50.390625
30,1,9,402,512,-110,-21.484375
30,1,10,166,1024,-858,-83.7890625
30,1,11,4103,2048,2055,100.341796875
30,1,12,5261,4096,1165,28.4423828125
30,1,13,8824,8192,632,7.71484375
30,1,14,4567,16384,-11817,-72.125244140625
30,1,15,20985,32768,-11783,-35.9588623046875
30,2,1,0,2,-2,-100.0
30,2,2,1,4,-3,-75.0
30,2,3,7,8,-1,-12.5
30,2,4,3,16,-13,-81.25
30,2,5,67,32,35,109.375
30,2,6,28,64,-36,-56.25
30,2,7,102,128,-26,-20.3125
30,2,8,26,256,-230,-89.84375
30,2,9,307,512,-205,-40.0390625
30,2,10,1958,1024,934,91.2109375
30,2,11,921,2048,-1127,-55.029296875
30,2,12,2483,4096,-1613,-39.3798828125
30,2,13,14523,8192,6331,77.28271484375
30,2,14,3452,16384,-12932,-78.9306640625
30,2,15,22824,32768,-9944,-30.3466796875
30,3,1,0,2,-2,-100.0
30,3,2,1,4,-3,-75.0
30,3,3,9,8,1,12.5
30,3,4,23,16,7,43.75
30,3,5,52,32,20,62.5
30,3,6,88,64,24,37.5
30,3,7,66,128,-62,-48.4375
30,3,8,320,256,64,25.0
30,3,9,66,512,-446,-87.109375
30,3,10,20,1024,-1004,-98.046875
30,3,11,2088,2048,40,1.953125
30,3,12,1536,4096,-2560,-62.5
30,3,13,3722,8192,-4470,-54.5654296875
30,3,14,4225,16384,-12159,-74.212646484375
30,3,15,5906,32768,-26862,-81.976318359375
30,4,1,0,2,-2,-100.0
30,4,2,1,4,-3,-75.0
30,4,3,3,8,-5,-62.5
30,4,4,12,16,-4,-25.0
30,4,5,38,32,6,18.75
30,4,6,25,64,-39,-60.9375
30,4,7,105,128,-23,-17.96875
30,4,8,48,256,-208,-81.25
30,4,9,1032,512,520,101.5625
30,4,10,663,1024,-361,-35.25390625
30,4,11,872,2048,-1176,-57.421875
30,4,12,2148,4096,-1948,-47.55859375
30,4,13,4370,8192,-3822,-46.6552734375
30,4,14,1756,16384,-14628,-89.2822265625
30,4,15,42126,32768,9358,28.558349609375
30,5,1,0,2,-2,-100.0
30,5,2,1,4,-3,-75.0
30,5,3,13,8,5,62.5
30,5,4,28,16,12,75.0
30,5,5,63,32,31,96.875
30,5,6,76,64,12,18.75
30,5,7,20,128,-108,-84.375
30,5,8,151,256,-105,-41.015625
30,5,9,1091,512,579,113.0859375
30,5,10,292,1024,-732,-71.484375
30,5,11,6936,2048,4888,238.671875
30,5,12,5294,4096,1198,29.248046875
30,5,13,5875,8192,-2317,-28.28369140625
30,5,14,898,16384,-15486,-94.51904296875
30,5,15,665,32768,-32103,-97.9705810546875
30,6,1,0,2,-2,-100.0
30,6,2,2,4,-2,-50.0
30,6,3,5,8,-3,-37.5
30,6,4,12,16,-4,-25.0
30,6,5,8,32,-24,-75.0
30,6,6,15,64,-49,-76.5625
30,6,7,220,128,92,71.875
30,6,8,93,256,-163,-63.671875
30,6,9,299,512,-213,-41.6015625
30,6,10,401,1024,-623,-60.83984375
30,6,11,1795,2048,-253,-12.353515625
30,6,12,1064,4096,-3032,-74.0234375
30,6,13,12120,8192,3928,47.94921875
30,6,14,36255,16384,19871,121.282958984375
30,6,15,53687,32768,20919,63.8397216796875
30,7,1,0,2,-2,-100.0
30,7,2,4,4,0,0.0
30,7,3,3,8,-5,-62.5
30,7,4,6,16,-10,-62.5
30,7,5,58,32,26,81.25
30,7,6,21,64,-43,-67.1875
30,7,7,121,128,-7,-5.46875
30,7,8,122,256,-134,-52.34375
30,7,9,338,512,-174,-33.984375
30,7,10,1731,1024,707,69.04296875
30,7,11,296,2048,-1752,-85.546875
30,7,12,260,4096,-3836,-93.65234375
30,7,13,60,8192,-8132,-99.267578125
30,7,14,2995,16384,-13389,-81.719970703125
30,7,15,55032,32768,22264,67.9443359375
30,8,1,0,2,-2,-100.0
30,8,2,2,4,-2,-50.0
30,8,3,2,8,-6,-75.0
30,8,4,7,16,-9,-56.25
30,8,5,36,32,4,12.5
30,8,6,7,64,-57,-89.0625
30,8,7,197,128,69,53.90625
30,8,8,98,256,-158,-61.71875
30,8,9,52,512,-460,-89.84375
30,8,10,659,1024,-365,-35.64453125
30,8,11,785,2048,-1263,-61.669921875
30,8,12,1081,4096,-3015,-73.6083984375
30,8,13,13569,8192,5377,65.63720703125
30,8,14,5737,16384,-10647,-64.984130859375
30,8,15,113188,32768,80420,245.42236328125
30,9,1,0,2,-2,-100.0
30,9,2,4,4,0,0.0
30,9,3,20,8,12,150.0
30,9,4,3,16,-13,-81.25
30,9,5,4,32,-28,-87.5
30,9,6,43,64,-21,-32.8125
30,9,7,118,128,-10,-7.8125
30,9,8,311,256,55,21.484375
30,9,9,780,512,268,52.34375
30,9,10,925,1024,-99,-9.66796875
30,9,11,1691,2048,-357,-17.431640625
30,9,12,7441,4096,3345,81.6650390625
30,9,13,11181,8192,2989,36.48681640625
30,9,14,6380,16384,-10004,-61.0595703125
30,9,15,22092,32768,-10676,-32.58056640625
30,10,1,0,2,-2,-100.0
30,10,2,1,4,-3,-75.0
30,10,3,10,8,2,25.0
30,10,4,8,16,-8,-50.0
30,10,5,20,32,-12,-37.5
30,10,6,142,64,78,121.875
30,10,7,34,128,-94,-73.4375
30,10,8,339,256,83,32.421875
30,10,9,1414,512,902,176.171875
30,10,10,1520,1024,496,48.4375
30,10,11,1279,2048,-769,-37.548828125
30,10,12,6162,4096,2066,50.439453125
30,10,13,14993,8192,6801,83.02001953125
30,10,14,4659,16384,-11725,-71.563720703125
30,10,15,30666,32768,-2102,-6.414794921875
30,11,1,0,2,-2,-100.0
30,11,2,3,4,-1,-25.0
30,11,3,6,8,-2,-25.0
30,11,4,28,16,12,75.0
30,11,5,4,32,-28,-87.5
30,11,6,35,64,-29,-45.3125
30,11,7,85,128,-43,-33.59375
30,11,8,269,256,13,5.078125
30,11,9,10,512,-502,-98.046875
30,11,10,195,1024,-829,-80.95703125
30,11,11,366,2048,-1682,-82.12890625
30,11,12,8567,4096,4471,109.1552734375
30,11,13,191,8192,-8001,-97.66845703125
30,11,14,12336,16384,-4048,-24.70703125
30,11,15,9057,32768,-23711,-72.3602294921875
30,12,1,0,2,-2,-100.0
30,12,2,5,4,1,25.0
30,12,3,2,8,-6,-75.0
30,12,4,17,16,1,6.25
30,12,5,15,32,-17,-53.125
30,12,6,113,64,49,76.5625
30,12,7,80,128,-48,-37.5
30,12,8,402,256,146,57.03125
30,12,9,668,512,156,30.46875
30,12,10,1045,1024,21,2.05078125
30,12,11,1309,2048,-739,-36.083984375
30,12,12,3155,4096,-941,-22.9736328125
30,12,13,5284,8192,-2908,-35.498046875
30,12,14,4042,16384,-12342,-75.32958984375
30,12,15,6653,32768,-26115,-79.6966552734375
30,13,1,0,2,-2,-100.0
30,13,2,2,4,-2,-50.0
30,13,3,2,8,-6,-75.0
30,13,4,11,16,-5,-31.25
30,13,5,5,32,-27,-84.375
30,13,6,109,64,45,70.3125
30,13,7,64,128,-64,-50.0
30,13,8,535,256,279,108.984375
30,13,9,464,512,-48,-9.375
30,13,10,269,1024,-755,-73.73046875
30,13,11,1593,2048,-455,-22.216796875
30,13,12,607,4096,-3489,-85.1806640625
30,13,13,601,8192,-7591,-92.66357421875
30,13,14,27030,16384,10646,64.97802734375
30,13,15,2315,32768,-30453,-92.9351806640625
30,14,1,0,2,-2,-100.0
30,14,2,1,4,-3,-75.0
30,14,3,7,8,-1,-12.5
30,14,4,3,16,-13,-81.25
30,14,5,36,32,4,12.5
30,14,6,45,64,-19,-29.6875
30,14,7,257,128,129,100.78125
30,14,8,151,256,-105,-41.015625
30,14,9,333,512,-179,-34.9609375
30,14,10,483,1024,-541,-52.83203125
30,14,11,25,2048,-2023,-98.779296875
30,14,12,10016,4096,5920,144.53125
30,14,13,5900,8192,-2292,-27.978515625
30,14,14,17723,16384,1339,8.172607421875
30,14,15,11737,32768,-21031,-64.1815185546875
30,15,1,0,2,-2,-100.0
30,15,2,1,4,-3,-75.0
30,15,3,4,8,-4,-50.0
30,15,4,3,16,-13,-81.25
30,15,5,28,32,-4,-12.5
30,15,6,15,64,-49,-76.5625
30,15,7,122,128,-6,-4.6875
30,15,8,329,256,73,28.515625
30,15,9,704,512,192,37.5
30,15,10,4205,1024,3181,310.64453125
30,15,11,1905,2048,-143,-6.982421875
30,15,12,1722,4096,-2374,-57.958984375
30,15,13,7547,8192,-645,-7.87353515625
30,15,14,2898,16384,-13486,-82.31201171875
30,15,15,36198,32768,3430,10.467529296875
30,16,1,0,2,-2,-100.0
30,16,2,1,4,-3,-75.0
30,16,3,5,8,-3,-37.5
30,16,4,58,16,42,262.5
30,16,5,46,32,14,43.75
30,16,6,7,64,-57,-89.0625
30,16,7,43,128,-85,-66.40625
30,16,8,23,256,-233,-91.015625
30,16,9,1148,512,636,124.21875
30,16,10,1727,1024,703,68.65234375
30,16,11,1383,2048,-665,-32.470703125
30,16,12,306,4096,-3790,-92.529296875
30,16,13,5697,8192,-2495,-30.45654296875
30,16,14,27722,16384,11338,69.20166015625
30,16,15,7209,32768,-25559,-77.9998779296875
30,17,1,0,2,-2,-100.0
30,17,2,2,4,-2,-50.0
30,17,3,2,8,-6,-75.0
30,17,4,39,16,23,143.75
30,17,5,24,32,-8,-25.0
30,17,6,11,64,-53,-82.8125
30,17,7,58,128,-70,-54.6875
30,17,8,68,256,-188,-73.4375
30,17,9,180,512,-332,-64.84375
30,17,10,1157,1024,133,12.98828125
30,17,11,197,2048,-1851,-90.380859375
30,17,12,750,4096,-3346,-81.689453125
30,17,13,9787,8192,1595,19.47021484375
30,17,14,961,16384,-15423,-94.134521484375
30,17,15,5085,32768,-27683,-84.4818115234375
30,18,1,0,2,-2,-100.0
30,18,2,1,4,-3,-75.0
30,18,3,5,8,-3,-37.5
30,18,4,11,16,-5,-31.25
30,18,5,10,32,-22,-68.75
30,18,6,31,64,-33,-51.5625
30,18,7,162,128,34,26.5625
30,18,8,39,256,-217,-84.765625
30,18,9,520,512,8,1.5625
30,18,10,413,1024,-611,-59.66796875
30,18,11,1451,2048,-597,-29.150390625
30,18,12,13780,4096,9684,236.42578125
30,18,13,244,8192,-7948,-97.021484375
30,18,14,8645,16384,-7739,-47.235107421875
30,18,15,27493,32768,-5275,-16.0980224609375
30,19,1,0,2,-2,-100.0
30,19,2,2,4,-2,-50.0
30,19,3,15,8,7,87.5
30,19,4,17,16,1,6.25
30,19,5,35,32,3,9.375
30,19,6,140,64,76,118.75
30,19,7,24,128,-104,-81.25
30,19,8,382,256,126,49.21875
30,19,9,372,512,-140,-27.34375
30,19,10,863,1024,-161,-15.72265625
30,19,11,1900,2048,-148,-7.2265625
30,19,12,2138,4096,-1958,-47.802734375
30,19,13,18,8192,-8174,-99.7802734375
30,19,14,6283,16384,-10101,-61.651611328125
30,19,15,24632,32768,-8136,-24.8291015625
30,20,1,0,2,-2,-100.0
30,20,2,3,4,-1,-25.0
30,20,3,9,8,1,12.5
30,20,4,14,16,-2,-12.5
30,20,5,10,32,-22,-68.75
30,20,6,70,64,6,9.375
30,20,7,34,128,-94,-73.4375
30,20,8,17,256,-239,-93.359375
30,20,9,365,512,-147,-28.7109375
30,20,10,1183,1024,159,15.52734375
30,20,11,151,2048,-1897,-92.626953125
30,20,12,190,4096,-3906,-95.361328125
30,20,13,2141,8192,-6051,-73.86474609375
30,20,14,17759,16384,1375,8.392333984375
30,20,15,79978,32768,47210,144.073486328125
30,21,1,0,2,-2,-100.0
30,21,2,1,4,-3,-75.0
30,21,3,6,8,-2,-25.0
30,21,4,15,16,-1,-6.25
30,21,5,40,32,8,25.0
30,21,6,76,64,12,18.75
30,21,7,7,128,-121,-94.53125
30,21,8,118,256,-138,-53.90625
30,21,9,515,512,3,0.5859375
30,21,10,1896,1024,872,85.15625
30,21,11,1800,2048,-248,-12.109375
30,21,12,5113,4096,1017,24.8291015625
30,21,13,14685,8192,6493,79.26025390625
30,21,14,40452,16384,24068,146.8994140625
30,21,15,39706,32768,6938,21.173095703125
30,22,1,0,2,-2,-100.0
30,22,2,2,4,-2,-50.0
30,22,3,2,8,-6,-75.0
30,22,4,12,16,-4,-25.0
30,22,5,35,32,3,9.375
30,22,6,10,64,-54,-84.375
30,22,7,16,128,-112,-87.5
30,22,8,157,256,-99,-38.671875
30,22,9,330,512,-182,-35.546875
30,22,10,489,1024,-535,-52.24609375
30,22,11,2026,2048,-22,-1.07421875
30,22,12,971,4096,-3125,-76.2939453125
30,22,13,56340,8192,48148,587.744140625
30,22,14,36646,16384,20262,123.66943359375
30,22,15,64814,32768,32046,97.796630859375
30,23,1,0,2,-2,-100.0
30,23,2,2,4,-2,-50.0
30,23,3,7,8,-1,-12.5
30,23,4,13,16,-3,-18.75
30,23,5,119,32,87,271.875
30,23,6,41,64,-23,-35.9375
30,23,7,115,128,-13,-10.15625
30,23,8,817,256,561,219.140625
30,23,9,270,512,-242,-47.265625
30,23,10,344,1024,-680,-66.40625
30,23,11,1028,2048,-1020,-49.8046875
30,23,12,2446,4096,-1650,-40.283203125
30,23,13,1682,8192,-6510,-79.4677734375
30,23,14,7732,16384,-8652,-52.8076171875
30,23,15,54617,32768,21849,66.6778564453125
30,24,1,0,2,-2,-100.0
30,24,2,1,4,-3,-75.0
30,24,3,2,8,-6,-75.0
30,24,4,8,16,-8,-50.0
30,24,5,16,32,-16,-50.0
30,24,6,36,64,-28,-43.75
30,24,7,83,128,-45,-35.15625
30,24,8,20,256,-236,-92.1875
30,24,9,489,512,-23,-4.4921875
30,24,10,1426,1024,402,39.2578125
30,24,11,736,2048,-1312,-64.0625
30,24,12,6333,4096,2237,54.6142578125
30,24,13,11197,8192,3005,36.68212890625
30,24,14,6255,16384,-10129,-61.822509765625
30,24,15,882,32768,-31886,-97.308349609375
30,25,1,0,2,-2,-100.0
30,25,2,1,4,-3,-75.0
30,25,3,4,8,-4,-50.0
30,25,4,11,16,-5,-31.25
30,25,5,23,32,-9,-28.125
30,25,6,15,64,-49,-76.5625
30,25,7,184,128,56,43.75
30,25,8,210,256,-46,-17.96875
30,25,9,406,512,-106,-20.703125
30,25,10,1214,1024,190,18.5546875
30,25,11,290,2048,-1758,-85.83984375
30,25,12,2976,4096,-1120,-27.34375
30,25,13,11409,8192,3217,39.27001953125
30,25,14,46110,16384,29726,181.43310546875
30,25,15,168683,32768,135915,414.7796630859375
30,26,1,0,2,-2,-100.0
30,26,2,1,4,-3,-75.0
30,26,3,2,8,-6,-75.0
30,26,4,17,16,1,6.25
30,26,5,6,32,-26,-81.25
30,26,6,64,64,0,0.0
30,26,7,27,128,-101,-78.90625
30,26,8,994,256,738,288.28125
30,26,9,381,512,-131,-25.5859375
30,26,10,101,1024,-923,-90.13671875
30,26,11,2810,2048,762,37.20703125
30,26,12,1097,4096,-2999,-73.2177734375
30,26,13,4114,8192,-4078,-49.7802734375
30,26,14,5882,16384,-10502,-64.09912109375
30,26,15,18597,32768,-14171,-43.2464599609375
30,27,1,0,2,-2,-100.0
30,27,2,3,4,-1,-25.0
30,27,3,4,8,-4,-50.0
30,27,4,16,16,0,0.0
30,27,5,41,32,9,28.125
30,27,6,38,64,-26,-40.625
30,27,7,60,128,-68,-53.125
30,27,8,192,256,-64,-25.0
30,27,9,229,512,-283,-55.2734375
30,27,10,199,1024,-825,-80.56640625
30,27,11,56,2048,-1992,-97.265625
30,27,12,3290,4096,-806,-19.677734375
30,27,13,678,8192,-7514,-91.7236328125
30,27,14,29722,16384,13338,81.40869140625
30,27,15,10094,32768,-22674,-69.195556640625
30,28,1,0,2,-2,-100.0
