Total Runs,Current Run,Streak Target,Flips Required,Theoretical Flips,Absolute Difference,Percentage Difference
63,10,8,115,256,-141,-55.078125
63,10,9,2224,512,1712,334.375
63,10,10,863,1024,-161,-15.72265625
63,10,11,3119,2048,1071,52.294921875
63,10,12,240,4096,-3856,-94.140625
63,10,13,182,8192,-8010,-97.7783203125
63,10,14,18319,16384,1935,11.810302734375
63,10,15,30131,32768,-2637,-8.0474853515625
63,11,1,0,2,-2,-100.0
63,11,2,2,4,-2,-50.0
63,11,3,3,8,-5,-62.5
63,11,4,3,16,-13,-81.25
63,11,5,7,32,-25,-78.125
63,11,6,49,64,-15,-23.4375
63,11,7,195,128,67,52.34375
63,11,8,211,256,-45,-17.578125
63,11,9,12,512,-500,-97.65625
63,11,10,778,1024,-246,-24.0234375
63,11,11,492,2048,-1556,-75.9765625
63,11,12,8477,4096,4381,106.9580078125
63,11,13,886,8192,-7306,-89.1845703125
63,11,14,42241,16384,25857,157.818603515625
63,11,15,18716,32768,-14052,-42.88330078125
63,12,1,0,2,-2,-100.0
63,12,2,1,4,-3,-75.0
63,12,3,23,8,15,187.5
63,12,4,21,16,5,31.25
63,12,5,4,32,-28,-87.5
63,12,6,75,64,11,17.1875
63,12,7,70,128,-58,-45.3125
63,12,8,59,256,-197,-76.953125
63,12,9,375,512,-137,-26.7578125
63,12,10,1343,1024,319,31.15234375
63,12,11,835,2048,-1213,-59.228515625
63,12,12,6285,4096,2189,53.4423828125
63,12,13,2309,8192,-5883,-71.81396484375
63,12,14,20319,16384,3935,24.017333984375
63,12,15,102974,32768,70206,214.251708984375
63,13,1,0,2,-2,-100.0
63,13,2,4,4,0,0.0
63,13,3,2,8,-6,-75.0
63,13,4,31,16,15,93.75
63,13,5,20,32,-12,-37.5
63,13,6,84,64,20,31.25
63,13,7,44,128,-84,-65.625
63,13,8,16,256,-240,-93.75
63,13,9,1421,512,909,177.5390625
63,13,10,594,1024,-430,-41.9921875
63,13,11,2626,2048,578,28.22265625
63,13,12,268,4096,-3828,-93.45703125
63,13,13,409,8192,-7783,-95.00732421875
63,13,14,70528,16384,54144,330.46875
63,13,15,3917,32768,-28851,-88.0462646484375
63,14,1,0,2,-2,-100.0
63,14,2,5,4,1,25.0
63,14,3,2,8,-6,-75.0
63,14,4,19,16,3,18.75
63,14,5,6,32,-26,-81.25
63,14,6,120,64,56,87.5
63,14,7,44,128,-84,-65.625
63,14,8,69,256,-187,-73.046875
63,14,9,153,512,-359,-70.1171875
63,14,10,137,1024,-887,-86.62109375
63,14,11,1689,2048,-359,-17.529296875
63,14,12,3269,4096,-827,-20.1904296875
63,14,13,10832,8192,2640,32.2265625
63,14,14,8096,16384,-8288,-50.5859375
63,14,15,9734,32768,-23034,-70.294189453125
63,15,1,0,2,-2,-100.0
63,15,2,1,4,-3,-75.0
63,15,3,5,8,-3,-37.5
63,15,4,4,16,-12,-75.0
63,15,5,11,32,-21,-65.625
63,15,6,71,64,7,10.9375
63,15,7,114,128,-14,-10.9375
63,15,8,386,256,130,50.78125
63,15,9,363,512,-149,-29.1015625
63,15,10,789,1024,-235,-22.94921875
63,15,11,535,2048,-1513,-73.876953125
63,15,12,4253,4096,157,3.8330078125
63,15,13,450,8192,-7742,-94.5068359375
63,15,14,1060,16384,-15324,-93.5302734375
63,15,15,2382,32768,-30386,-92.730712890625
63,16,1,0,2,-2,-100.0
63,16,2,2,4,-2,-50.0
63,16,3,2,8,-6,-75.0
63,16,4,15,16,-1,-6.25
63,16,5,14,32,-18,-56.25
63,16,6,184,64,120,187.5
63,16,7,50,128,-78,-60.9375
63,16,8,80,256,-176,-68.75
63,16,9,307,512,-205,-40.0390625
63,16,10,425,1024,-599,-58.49609375
63,16,11,53,2048,-1995,-97.412109375
63,16,12,16781,4096,12685,309.6923828125
63,16,13,14837,8192,6645,81.11572265625
63,16,14,27336,16384,10952,66.845703125
63,16,15,14338,32768,-18430,-56.243896484375
63,17,1,0,2,-2,-100.0
63,17,2,3,4,-1,-25.0
63,17,3,3,8,-5,-62.5
63,17,4,11,16,-5,-31.25
63,17,5,12,32,-20,-62.5
63,17,6,19,64,-45,-70.3125
63,17,7,27,128,-101,-78.90625
63,17,8,113,256,-143,-55.859375
63,17,9,91,512,-421,-82.2265625
63,17,10,211,1024,-813,-79.39453125
63,17,11,3431,2048,1383,67.529296875
63,17,12,3331,4096,-765,-18.6767578125
63,17,13,9276,8192,1084,13.232421875
63,17,14,44031,16384,27647,168.743896484375
63,17,15,19000,32768,-13768,-42.0166015625
63,18,1,0,2,-2,-100.0
63,18,2,2,4,-2,-50.0
63,18,3,6,8,-2,-25.0
63,18,4,15,16,-1,-6.25
63,18,5,64,32,32,100.0
63,18,6,31,64,-33,-51.5625
63,18,7,88,128,-40,-31.25
63,18,8,21,256,-235,-91.796875
63,18,9,544,512,32,6.25
63,18,10,442,1024,-582,-56.8359375
63,18,11,321,2048,-1727,-84.326171875
63,18,12,6062,4096,1966,47.998046875
63,18,13,8744,8192,552,6.73828125
63,18,14,3092,16384,-13292,-81.1279296875
63,18,15,202522,32768,169754,518.048095703125
63,19,1,0,2,-2,-100.0
63,19,2,2,4,-2,-50.0
63,19,3,7,8,-1,-12.5
63,19,4,16,16,0,0.0
63,19,5,8,32,-24,-75.0
63,19,6,77,64,13,20.3125
63,19,7,143,128,15,11.71875
63,19,8,109,256,-147,-57.421875
63,19,9,163,512,-349,-68.1640625
63,19,10,1208,1024,184,17.96875
63,19,11,169,2048,-1879,-91.748046875
63,19,12,932,4096,-3164,-77.24609375
63,19,13,5149,8192,-3043,-37.14599609375
63,19,14,9584,16384,-6800,-41.50390625
63,19,15,50181,32768,17413,53.1402587890625
63,20,1,0,2,-2,-100.0
63,20,2,1,4,-3,-75.0
63,20,3,9,8,1,12.5
63,20,4,13,16,-3,-18.75
63,20,5,70,32,38,118.75
63,20,6,240,64,176,275.0
63,20,7,135,128,7,5.46875
63,20,8,163,256,-93,-36.328125
63,20,9,15,512,-497,-97.0703125
63,20,10,66,1024,-958,-93.5546875
63,20,11,1173,2048,-875,-42.724609375
63,20,12,3076,4096,-1020,-24.90234375
63,20,13,8340,8192,148,1.806640625
63,20,14,2832,16384,-13552,-82.71484375
63,20,15,73708,32768,40940,124.93896484375
63,21,1,0,2,-2,-100.0
63,21,2,2,4,-2,-50.0
63,21,3,10,8,2,25.0
63,21,4,4,16,-12,-75.0
63,21,5,8,32,-24,-75.0
63,21,6,49,64,-15,-23.4375
63,21,7,25,128,-103,-80.46875
63,21,8,833,256,577,225.390625
63,21,9,234,512,-278,-54.296875
63,21,10,47,1024,-977,-95.41015625
63,21,11,627,2048,-1421,-69.384765625
63,21,12,7014,4096,2918,71.240234375
63,21,13,2447,8192,-5745,-70.12939453125
63,21,14,280,16384,-16104,-98.291015625
63,21,15,8247,32768,-24521,-74.8321533203125
